,Name,Duration,CalcPrio,Verdict,Cycle,DurationGroup,TimeGroup,Month,Quarter,Failure_Percentage,Num_Previous_Execution,Maturity_Level,Rank_score,Original_Index,Rank,GapInRun,InSameCycle,CycleRun,last_run,last_result,times_ran,gap_cats,my_maturity
23,112180,6.907755279,3,1,163,2,2,6,2,0.082840237,5.129898715,3,3.639162839,10329,24,-2.9819389601887787,0,0,21.106107882467505,1,169,0,978.0346041
24,112180,6.907755279,3,1,162,2,0,6,2,0.077380952,5.123963979,1,3.636639598,10279,25,-0.0020855061569921155,0,0,21.1061048956508,0,168,0,972.0321278
25,112180,6.907755279,3,1,156,2,2,6,2,0.074534161,5.081404365,3,3.629798747,9812,26,-3.052890692099822,0,0,21.10569524901951,0,161,0,936.029625
26,112180,6.907755279,3,1,149,2,2,6,2,0.071428571,5.036952602,3,3.622612768,9388,27,-3.1135153192103746,1,1,21.105282404285845,0,154,0,1788.027125
27,112180,6.907755279,3,1,101,2,2,4,2,0.090909091,4.700480366,3,3.581545615,6088,28,0.06518935086445074,0,0,21.10233107492907,0,110,1,202.0243959
28,112180,6.907755279,3,1,86,2,0,4,2,0.09375,4.564348191,1,3.563367793,5046,29,0.0,0,0,21.1015578786807,1,96,1,172.0218354
29,112180,6.907755279,3,1,85,2,0,4,2,0.084210526,4.553876892,1,3.558944574,4962,30,0.0,0,0,21.101498690301337,1,95,1,170.0194004
30,112180,6.907755279,3,1,84,2,0,4,2,0.074468085,4.543294782,1,3.554442922,4924,31,0.0,0,0,21.1014394984185,1,94,1,168.0169674
31,112180,6.907755279,3,1,83,2,0,4,2,0.064516129,4.532599493,1,3.549860475,4821,32,-0.0006946852379251475,0,0,21.101380303031778,0,93,0,332.0145365
32,112180,6.907755279,3,1,78,2,0,3,1,0.056818182,4.477336814,1,3.539737336,4512,33,0.0,0,0,21.101084355767927,0,88,1,117.0120829
33,115001,7.519692404,3,1,326,2,0,11,4,0.159010601,5.645446898,2,3.499339111,23873,34,-0.0779615414697118,0,0,21.11537681424139,0,283,0,3586.112314
34,115001,7.519692404,3,1,263,2,0,9,3,0.193832599,5.424950017,2,3.479264367,19035,35,-0.08323065402896905,1,1,21.11180478236456,0,227,0,4734.10943
35,115001,7.519692404,3,1,239,2,0,9,3,0.2,5.298317367,2,3.46344769,16848,36,-3.1292636661785136,1,2,21.110440449111305,1,200,0,4302.099241
36,115001,7.519692404,3,1,239,2,0,9,3,0.195979899,5.293304825,2,3.461499703,16776,37,-0.5741303392437827,1,1,21.110437882591857,0,199,0,4302.09675
37,115001,7.519692404,3,1,238,2,0,9,3,0.192893401,5.283203729,2,3.459128735,16614,38,-1.5455506470675398,1,4,21.11039135819261,1,197,0,4284.094249
38,115001,7.519692404,3,1,238,2,1,9,3,0.18877551,5.278114659,2,3.457139719,16533,39,-2.6874309073688623,1,3,21.110378850826457,1,196,0,4284.091759
39,115001,7.519692404,3,1,238,2,1,9,3,0.184615385,5.272999559,2,3.455133966,16458,40,-0.7969656768520887,1,2,21.110374858214094,1,195,0,4284.08927
40,112486,7.764296006,3,1,336,2,2,12,4,0.193641618,5.846438775,3,3.45442388,24408,41,1.0976859337338363,0,0,21.115900303285656,0,346,3,1008.167659
41,115001,7.519692404,3,1,238,2,2,8,3,0.180412371,5.267858159,3,3.453111236,16377,42,-2.818051100037469,1,1,21.11034841694007,1,194,0,3808.086781
42,112486,7.764296006,3,1,326,2,1,11,4,0.194690265,5.826000107,2,3.451887547,23818,43,-0.02176288089847757,0,0,21.115375233267976,0,339,0,3586.165117
43,115001,7.519692404,3,1,238,2,2,8,3,0.176165803,5.262690189,3,3.451071284,16301,44,-1.4642559025896025,0,0,21.110344913113238,1,193,0,1904.084292
44,115001,7.519692404,3,1,237,2,0,8,3,0.171875,5.257495372,2,3.449013861,16168,45,-1.7834606637687318,1,1,21.110331345854007,1,192,0,3792.081804
45,115001,7.519692404,3,1,237,2,1,8,3,0.167539267,5.252273428,2,3.446938712,16088,46,0.9735108721201009,0,0,21.110321486048626,0,191,3,474.0793161
46,115001,7.519692404,3,1,231,2,0,8,3,0.168478261,5.214935758,2,3.442002526,15399,47,-0.06676321580333484,1,1,21.110044393913636,0,184,0,3696.076775
47,115001,7.519692404,3,1,229,2,2,8,3,0.165745856,5.198497031,3,3.438854059,15167,48,0.6924524948216727,0,0,21.109870357099968,1,181,1,916.0742709
48,115001,7.519692404,3,1,227,2,2,8,3,0.161111111,5.192956851,3,3.436641663,15027,49,-0.011173300485765628,0,0,21.10975303838283,0,180,0,1816.071786
49,115001,7.519692404,3,1,224,2,0,8,3,0.157303371,5.18178355,2,3.433897001,14865,50,-1.1499055820030286,1,1,21.109635461273474,1,178,0,3584.069293
50,115158,7.720461695,3,1,326,2,0,11,4,0.159722222,5.66296048,2,3.432847005,23855,51,-0.07272004699836594,0,0,21.11537628725053,0,288,0,3586.114838
51,115001,7.519692404,3,1,224,2,2,8,3,0.152542373,5.176149733,3,3.431632357,14785,52,-2.4048639396529254,0,0,21.10961686945226,1,177,0,1792.06681
52,115001,7.519692404,3,1,223,2,0,8,3,0.147727273,5.170483995,2,3.429346473,14717,53,-0.5212969236332861,1,3,21.109611569089036,1,176,0,3568.064327
53,115001,7.519692404,3,1,223,2,2,8,3,0.142857143,5.164785974,3,3.42703901,14635,54,-2.073901364840132,1,2,21.109576708307806,1,175,0,3568.061844
54,115001,7.519692404,3,1,223,2,2,8,3,0.137931034,5.159055299,3,3.424709622,14556,55,-2.818051100037469,1,1,21.109569328267256,1,174,0,3568.059363
55,115001,7.519692404,3,1,223,2,2,8,3,0.132947977,5.153291594,3,3.422357955,14475,56,-0.2309867287752357,0,0,21.109565821709563,1,173,0,1784.056882
56,115001,7.519692404,3,1,222,2,2,8,3,0.127906977,5.147494477,3,3.419983649,14384,57,-1.1455292070584815,0,0,21.10951921594367,1,172,0,1776.054401
57,115001,7.519692404,3,1,221,2,0,8,3,0.122807018,5.141663557,2,3.417586332,14314,58,-0.42545525332473044,1,1,21.109500540407783,1,171,0,3536.051921
58,115001,7.519692404,3,1,221,2,2,8,3,0.117647059,5.135798437,3,3.415165628,14231,59,-1.2834369768831904,0,0,21.10946216883455,0,170,0,1768.049442
59,115158,7.720461695,3,1,263,2,0,9,3,0.193965517,5.446737372,2,3.413191192,19018,60,-0.07421481570744493,1,1,21.11180461963331,0,232,0,4734.11196
60,115001,7.519692404,3,1,219,2,2,8,3,0.113095238,5.123963979,3,3.41209774,14029,61,0.005540180817604338,0,0,21.109342110534357,1,168,1,876.046956
61,115001,7.519692404,3,1,218,2,2,8,3,0.107784431,5.117993812,3,3.409615566,13945,62,-0.0877692400953398,0,0,21.10928305483176,0,167,0,1744.044478
62,112486,7.764296006,3,1,231,2,0,8,3,0.2,5.438079309,2,3.399224653,15348,63,-0.05275635255644129,1,1,21.11004414938667,1,230,0,3696.11443
63,115001,7.519692404,3,1,200,2,2,7,3,0.111111111,5.030437921,3,3.398389012,12799,64,1.0794483464092126,0,0,21.10822696787005,0,153,3,350.0419128
64,115158,7.720461695,3,1,239,2,0,9,3,0.2,5.323009979,2,3.397740046,16837,65,-3.1135153192103746,1,2,21.110440408372952,1,205,0,4302.101772
65,112486,7.764296006,3,1,231,2,2,8,3,0.19650655,5.433722004,3,3.397531661,15266,66,0.03009803158854623,0,0,21.10998847719074,0,229,1,924.1119341
66,115158,7.720461695,3,1,239,2,0,9,3,0.196078431,5.318119994,2,3.395839762,16751,67,-0.5378067322165988,1,1,21.11043780111494,0,204,0,4302.09928
67,112486,7.764296006,3,1,229,2,2,8,3,0.193832599,5.424950017,3,3.395474658,15112,68,0.014478018852111115,0,0,21.109870153292032,0,227,1,916.1094295
68,115158,7.720461695,3,1,238,2,0,9,3,0.193069307,5.308267697,2,3.393527612,16612,69,-1.5422986090769912,1,4,21.110391317452258,1,202,0,4284.096779
69,112486,7.764296006,3,1,226,2,0,8,3,0.191111111,5.416100402,2,3.39339205,14980,70,0.0158460082313494,0,0,21.109752834550985,0,225,1,904.1069255
70,115158,7.720461695,3,1,238,2,1,9,3,0.189054726,5.303304908,2,3.391588301,16523,71,-2.6874309073688623,1,3,21.11037876934473,1,201,0,4284.094288
71,112486,7.764296006,3,1,224,2,0,8,3,0.188340807,5.407171771,2,3.391283248,14813,72,-1.0841342708016248,0,0,21.10963525741766,0,223,0,1792.104422
72,115158,7.720461695,3,1,238,2,1,9,3,0.185,5.298317367,2,3.38963308,16434,73,-0.7985076962177716,1,2,21.11037477673204,1,200,0,4284.091797
73,112486,7.764296006,3,1,223,2,0,8,3,0.185520362,5.398162702,2,3.38914764,14659,74,-0.5201280171759678,1,3,21.10961140600049,1,221,0,3568.101919
74,115158,7.720461695,3,1,238,2,2,8,3,0.180904523,5.293304825,3,3.387661727,16362,75,-2.2887917697658193,1,1,21.110348376197965,0,199,0,3808.089307
75,112486,7.764296006,3,1,223,2,2,8,3,0.181818182,5.393627546,3,3.387365042,14582,76,-2.0794415416798357,1,2,21.109576504440014,1,220,0,3568.099425
76,112486,7.764296006,3,1,223,2,2,8,3,0.178082192,5.38907173,3,3.385569071,14500,77,-2.818051100037469,1,1,21.10956916517182,1,219,0,3568.096931
77,115158,7.720461695,3,1,237,2,0,8,3,0.177664975,5.283203729,2,3.385243313,16148,78,-1.7834606637687318,1,1,21.11033130511121,1,197,0,3792.086808
78,112486,7.764296006,3,1,223,2,2,8,3,0.174311927,5.384495063,3,3.383759556,14428,79,-0.23011222118974362,0,0,21.10956565861356,1,218,0,1784.094437
79,115158,7.720461695,3,1,237,2,1,8,3,0.173469388,5.278114659,2,3.383230212,16072,80,0.5182976388032029,0,0,21.110321445305427,0,196,1,948.0843193
80,112486,7.764296006,3,1,222,2,2,8,3,0.170506912,5.379897354,3,3.381936322,14343,81,-1.147715002025951,0,0,21.10951901206416,1,217,0,1776.091944
81,112486,7.764296006,3,1,221,2,0,8,3,0.166666667,5.375278408,2,3.380099193,14249,82,-0.360651092637097,1,1,21.10950037730113,0,216,0,3536.089451
82,115158,7.720461695,3,1,231,2,0,8,3,0.175531915,5.236441963,2,3.378035418,15379,83,-0.057158414310536795,1,1,21.110044312404654,0,188,0,3696.081767
83,112486,7.764296006,3,1,220,2,0,8,3,0.163551402,5.365976015,2,3.377831126,14102,84,-0.33411390886346465,1,1,21.109443329117276,1,214,0,3520.086951
84,112486,7.764296006,3,1,220,2,2,8,3,0.159624413,5.361292166,3,3.375958021,14053,85,0.011049836076694816,0,0,21.10940128509171,1,213,1,880.0844595
85,115158,7.720461695,3,1,229,2,2,8,3,0.172972973,5.220355825,3,3.374990086,15148,86,0.6924524948216727,0,0,21.1098702755768,1,185,1,916.079261
86,112486,7.764296006,3,1,219,2,2,8,3,0.155660377,5.356586275,3,3.374070345,13981,87,0.00484933395086404,0,0,21.10934190661873,1,212,1,876.081968
87,115158,7.720461695,3,1,227,2,2,8,3,0.168478261,5.214935758,3,3.372837916,15012,88,-0.0013898544003199576,0,0,21.109752956850098,0,184,0,1816.076775
88,112486,7.764296006,3,1,218,2,2,8,3,0.151658768,5.351858133,3,3.372167906,13891,89,-0.006968668868540943,0,0,21.10928289168963,0,211,0,1744.079477
89,115158,7.720461695,3,1,224,2,0,8,3,0.164835165,5.204006687,2,3.370178486,14856,90,-1.1499055820030286,1,1,21.109635420502315,1,182,0,3584.07428
90,115158,7.720461695,3,1,224,2,2,8,3,0.160220994,5.198497031,3,3.367976742,14775,91,-2.3972010718116428,0,0,21.109616828680345,1,181,0,1792.071795
91,115158,7.720461695,3,1,223,2,0,8,3,0.155555556,5.192956851,2,3.365754831,14686,92,-0.5212969236332861,1,3,21.10961148754477,1,180,0,3568.069311
92,112180,6.907755279,3,1,12,2,0,1,1,0.235294118,2.833213344,1,3.364887591,349,93,-1.0698628740865772,1,1,21.097228802149164,0,17,0,24.00774386
93,112486,7.764296006,3,1,201,2,2,7,3,0.158163265,5.278114659,3,3.363860214,12824,94,-0.0027816431847180467,0,0,21.108284207964214,1,196,0,1407.076879
94,115158,7.720461695,3,1,223,2,2,8,3,0.150837989,5.187385806,3,3.363512439,14624,95,-2.0794415416798357,1,2,21.109576626760692,1,179,0,3568.066827
95,112486,7.764296006,3,1,200,2,2,7,3,0.153846154,5.272999559,3,3.361805795,12746,96,0.0,0,0,21.108225579695834,0,195,1,700.0743914
96,115158,7.720461695,3,1,223,2,2,8,3,0.146067416,5.18178355,3,3.361249245,14544,97,-2.818051100037469,1,1,21.1095692874934,1,178,0,3568.064344
97,115158,7.720461695,3,1,223,2,2,8,3,0.141242938,5.176149733,3,3.358964922,14466,98,-0.23011222118974362,0,0,21.109565780935565,1,177,0,1784.061861
98,115158,7.720461695,3,1,222,2,2,8,3,0.136363636,5.170483995,3,3.356659136,14369,99,-1.147715002025951,0,0,21.10951913439187,1,176,0,1776.059379
99,115158,7.720461695,3,1,221,2,0,8,3,0.131428571,5.164785974,2,3.354331543,14305,100,-0.42439311748412906,1,1,21.10950049963112,1,175,0,3536.056897
100,115001,7.519692404,3,1,130,2,0,5,2,0.161616162,4.59511985,2,3.353101048,8293,101,-0.06973719592767244,1,1,21.10416132889983,0,99,0,1300.03887
101,115158,7.720461695,3,1,221,2,2,8,3,0.126436782,5.159055299,3,3.351981793,14209,102,-1.2345274734116318,0,0,21.109462087278096,0,174,0,1768.054416
102,115158,7.720461695,3,1,219,2,2,8,3,0.122093023,5.147494477,3,3.349016713,14016,103,0.00484933395086404,0,0,21.10934202896811,1,172,1,876.0519282
103,112486,7.764296006,3,1,170,2,0,6,2,0.172619048,5.123963979,1,3.346760411,10821,104,0.0,0,0,21.10651748282981,1,168,1,510.0716697
104,115158,7.720461695,3,1,218,2,2,8,3,0.116959064,5.141663557,3,3.346608857,13939,105,-0.06602110121648833,0,0,21.10928301404623,0,171,0,1744.049449
105,112486,7.764296006,3,1,169,2,2,6,2,0.167664671,5.117993812,3,3.344388731,10738,106,0.0013879253858050892,0,0,21.106458587283253,1,167,1,507.0691882
106,115001,7.519692404,3,1,124,2,2,5,2,0.161290323,4.532599493,2,3.344247188,7832,107,-0.0006946852379251475,0,0,21.103806085496966,1,93,0,620.0363414
107,112486,7.764296006,3,1,168,2,2,6,2,0.162650602,5.111987788,3,3.341993527,10669,108,0.0,0,0,21.106399606461206,1,166,1,504.0667073
108,115001,7.519692404,3,1,123,2,2,5,2,0.152173913,4.521788577,2,3.339907573,7760,109,-0.08398565655647644,0,0,21.103747071051718,0,92,0,615.033902
109,112486,7.764296006,3,1,167,2,0,6,2,0.157575758,5.105945474,1,3.339574401,10592,110,-0.0013898544003199576,0,0,21.10634070397164,1,165,0,1002.064227
110,112486,7.764296006,3,1,166,2,0,6,2,0.152439024,5.099866428,1,3.337130947,10505,111,0.0,0,0,21.106281879828607,1,164,1,498.0617475
111,112180,6.907755279,3,1,11,2,0,1,1,0.2,2.708050201,1,3.336423574,315,112,-2.5902671654458267,1,2,21.097183434242368,1,15,0,22.00556962
112,115158,7.720461695,3,1,200,2,2,7,3,0.121019108,5.056245805,3,3.335908985,12785,113,1.0862678904679655,0,0,21.108226927041425,0,157,3,350.0468758
113,112486,7.764296006,3,1,165,2,2,6,2,0.147239264,5.093750201,3,3.334662749,10427,114,0.0006942029853398387,0,0,21.10622297040404,1,163,1,495.0592685
114,112486,7.764296006,3,1,164,2,2,6,2,0.141975309,5.087596335,3,3.332169382,10356,115,-0.018220546566144902,0,0,21.10616401659601,1,162,0,984.0567901
115,112486,7.764296006,3,1,163,2,2,6,2,0.136645963,5.081404365,3,3.329650409,10285,116,-0.0104713002041375,0,0,21.10610616402611,0,161,0,978.0543124
116,112486,7.764296006,3,1,152,2,2,6,2,0.139072848,5.017279837,3,3.32142531,9577,117,0.0,0,0,21.105458264882852,1,151,1,456.0517562
117,112486,7.764296006,3,1,151,2,2,6,2,0.133333333,5.010635294,3,3.318715824,9501,118,0.0,0,0,21.105399306918184,1,150,1,453.0492827
118,112486,7.764296006,3,1,150,2,2,6,2,0.127516779,5.003946306,3,3.315976234,9425,119,0.0,0,0,21.10534034547727,1,149,1,450.04681
119,115001,7.519692404,3,1,103,2,0,4,2,0.178082192,4.290459441,2,3.31555306,6308,120,-0.0006946852379251475,0,0,21.102446967915046,1,73,0,412.031108
120,112486,7.764296006,3,1,149,2,2,6,2,0.121621622,4.997212274,3,3.313205971,9381,121,1.385599675381618,0,0,21.105281380559703,0,148,3,223.544338
121,115001,7.519692404,3,1,102,2,0,4,2,0.166666667,4.276666119,2,3.310083182,6233,122,-0.05129329438755058,0,0,21.102387873205327,1,72,0,408.028692
122,112180,6.907755279,3,1,11,2,0,1,1,0.142857143,2.63905733,1,3.309050286,313,123,-2.608959299967413,1,1,21.097178975774668,1,14,0,22.00361664
123,115001,7.519692404,3,1,101,2,0,4,2,0.154929577,4.262679877,2,3.304486611,6156,124,-0.012578782206860073,0,0,21.10233169097974,0,71,0,404.0262792
124,112486,7.764296006,3,1,130,2,0,5,2,0.127819549,4.890349128,1,3.300166488,8239,125,-0.019635974063601132,0,0,21.104159402134975,0,133,0,650.0417436
125,115001,7.519692404,3,1,98,2,0,4,2,0.144927536,4.234106505,1,3.297385706,5993,126,-0.0862540881688414,0,0,21.102210321670096,0,69,0,392.0238488
126,112486,7.764296006,3,1,124,2,2,5,2,0.125984252,4.844187086,3,3.29313486,7781,127,0.0,0,0,21.103805921458857,1,127,1,310.0392305
127,112486,7.764296006,3,1,123,2,2,5,2,0.119047619,4.836281907,3,3.289877778,7709,128,-0.006269613013595374,0,0,21.10374686599198,0,126,0,615.0367691
128,115158,7.720461695,3,1,124,2,2,5,2,0.1875,4.564348191,2,3.287652396,7820,129,0.0,0,0,21.103806044487442,1,96,1,310.0436709
129,115158,7.720461695,3,1,123,2,2,5,2,0.178947368,4.553876892,2,3.283535098,7740,130,-0.06676321580333484,0,0,21.103746989027826,0,95,0,615.0412258
130,115001,7.519692404,3,1,90,2,2,4,2,0.147540984,4.110873864,3,3.280943305,5402,131,0.0013879253858050892,0,0,21.101741628056605,0,61,1,180.0212907
131,112180,6.907755279,3,1,11,2,0,1,1,0.076923077,2.564949357,1,3.27823561,286,132,-0.1608862759433839,0,0,21.09717459985185,0,13,0,11.00175268
132,112486,7.764296006,3,1,103,2,0,4,2,0.130841121,4.672828834,1,3.270650334,6248,133,0.0,0,0,21.102446762588535,1,107,1,206.0341181
133,115001,7.519692404,3,1,86,2,0,4,2,0.140350877,4.043051268,1,3.269219208,5098,134,0.0,0,0,21.1015578786807,1,57,1,172.0188319
134,112486,7.764296006,3,1,102,2,0,4,2,0.122641509,4.663439094,1,3.266793891,6181,135,-0.045462373611641085,0,0,21.102387626798947,1,106,0,408.0316695
135,112486,7.764296006,3,1,101,2,2,4,2,0.114285714,4.65396035,3,3.26287657,6099,136,0.038819991528940716,0,0,21.102331115999128,1,105,1,202.0292224
136,115001,7.519692404,3,1,85,2,0,4,2,0.125,4.025351691,1,3.261982496,5010,137,0.0,0,0,21.101498690301337,1,56,1,170.0164557
137,112486,7.764296006,3,1,100,2,2,4,2,0.105769231,4.644390899,3,3.258896737,6025,138,0.00484933395086404,0,0,21.102269632235718,1,104,1,200.026777
138,115158,7.720461695,3,1,102,2,0,4,2,0.2,4.317488114,2,3.256966985,6212,139,-0.045462373611641085,0,0,21.102387791069873,1,75,0,408.0359494
139,112486,7.764296006,3,1,98,2,0,4,2,0.097087379,4.634728988,1,3.254852695,5959,140,-0.005571045496382772,0,0,21.102210198445036,0,103,0,392.0243333
140,115001,7.519692404,3,1,84,2,0,4,2,0.109090909,4.007333185,1,3.254528087,4917,141,-0.0006946852379251475,0,0,21.1014394984185,1,55,0,336.0140852
141,115158,7.720461695,3,1,101,2,1,4,2,0.189189189,4.304065093,2,3.251736411,6130,142,-0.0104713002041375,0,0,21.102331280279337,1,74,0,404.0335272
142,115001,7.519692404,3,1,83,2,0,4,2,0.092592593,3.988984047,1,3.246844729,4874,143,-0.11622175483982101,1,1,21.1013803441409,0,54,0,664.0117206
143,115158,7.720461695,3,1,100,2,0,4,2,0.178082192,4.290459441,2,3.24638845,6060,144,0.054724899689246466,0,0,21.102272753746995,1,73,1,200.031108
144,115158,7.720461695,3,1,98,2,0,4,2,0.166666667,4.276666119,2,3.240918572,5988,145,-0.06676321580333484,0,0,21.102210280595077,0,72,0,392.028692
145,112486,7.764296006,3,1,86,2,0,4,2,0.098901099,4.510859507,1,3.238073221,5058,146,0.0,0,0,21.1015578786807,1,91,1,172.0217833
146,115250,8.336869637,3,1,326,2,0,11,4,0.155477032,5.645446898,2,3.237542422,23850,147,-0.07197349914747736,0,0,21.115376165637215,0,283,0,3586.109818
147,112486,7.764296006,3,1,85,2,0,4,2,0.088888889,4.49980967,1,3.233422459,4982,148,0.0,0,0,21.101498690301337,1,90,1,170.019353
148,112486,7.764296006,3,1,84,2,0,4,2,0.078651685,4.48863637,1,3.228684664,4909,149,0.0,0,0,21.1014394984185,1,89,1,168.016925
149,115158,7.720461695,3,1,90,2,2,4,2,0.171875,4.158883083,2,3.226043531,5383,150,0.0013879253858050892,0,0,21.101740641793565,0,64,1,180.0261076
150,112486,7.764296006,3,1,83,2,0,4,2,0.068181818,4.477336814,1,3.223857067,4828,151,-0.03390155133085373,1,1,21.101380303031778,0,88,0,664.0144994
151,115911,8.179480185,3,1,223,2,0,8,3,0.196428571,5.123963979,2,3.223390971,14674,152,-0.5201280171759678,1,3,21.10961144677263,1,168,0,3568.081555
152,115911,8.179480185,3,1,223,2,2,8,3,0.191616766,5.117993812,3,3.221063488,14597,153,-2.0794415416798357,1,2,21.109576545213574,1,167,0,3568.079072
153,115911,8.179480185,3,1,223,2,2,8,3,0.186746988,5.111987788,3,3.218713013,14523,154,-2.818051100037469,1,1,21.109569205945682,1,166,0,3568.07659
154,115250,8.336869637,3,1,263,2,0,9,3,0.189427313,5.424950017,2,3.217197446,19015,155,-0.07197349914747736,1,1,21.111804578950494,0,227,0,4734.106943
155,115911,8.179480185,3,1,223,2,2,8,3,0.181818182,5.105945474,3,3.216339159,14444,156,-0.2309867287752357,0,0,21.109565699387563,1,165,0,1784.074108
156,115158,7.720461695,3,1,86,2,0,4,2,0.166666667,4.094344562,2,3.215393555,5045,157,0.0,0,0,21.1015578786807,1,60,1,172.0236287
157,115911,8.179480185,3,1,222,2,2,8,3,0.176829268,5.099866428,3,3.21394153,14362,158,-1.147715002025951,0,0,21.10951909361597,1,164,0,1776.071627
158,115911,8.179480185,3,1,221,2,0,8,3,0.171779141,5.093750201,2,3.211519718,14283,159,-0.42439311748412906,1,1,21.10950045885446,1,163,0,3536.069147
159,115911,8.179480185,3,1,221,2,2,8,3,0.166666667,5.087596335,3,3.20907331,14203,160,-1.172079441267471,0,0,21.109462046499868,0,162,0,1768.066667
160,115158,7.720461695,3,1,85,2,0,4,2,0.152542373,4.077537444,2,3.208662027,5007,161,0.0,0,0,21.101498690301337,1,59,1,170.0212401
161,115911,8.179480185,3,1,220,2,2,8,3,0.1625,5.075173815,3,3.206042491,14075,162,0.011049836076694816,0,0,21.10940132587242,1,160,1,880.0641772
162,112180,6.907755279,3,0,1,2,2,1,1,1.0,0.0,3,3.205296546,0,163,-inf,0,0,21.096614158358616,1,1,0,0.992405063
163,115250,8.336869637,3,1,239,2,0,9,3,0.197044335,5.313205979,2,3.203914557,16985,164,-2.154404582069459,1,4,21.110452629804268,1,203,0,4302.09927
164,115911,8.179480185,3,1,219,2,2,8,3,0.157232704,5.068904202,3,3.203531883,13994,165,0.004158010480613912,0,0,21.10934194740186,1,159,1,876.0616989
165,115250,8.336869637,3,1,239,2,0,9,3,0.193069307,5.308267697,2,3.201990939,16904,166,-2.3745585878430155,1,3,21.110445826559268,1,202,0,4302.096779
